"Issue ID","Issue Category","PR","Issue Title","File Path","Line Number","Issue Suggestion","Commented Time"
"592","P1","#1075","XPU 分支导入不存在的 FusedQKRMSNorm 模块","rtp_llm/models_py/modules/hybrid/causal_attention.py","19","补齐 rtp_llm/models_py/modules/base/xpu/norm.py 并注册对应实现，或在 XPU 下显式使用可用的 torch fallback，避免 import 阶段直接崩溃。","2026-06-12T16:52:45Z"
"593","P1","#1075","XPU fast_topk_v2 会改写输入 score","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","481","在临时 tensor 上做 mask/topk，`fast_topk_v2` 只写 `indices`，不要修改调用方传入的 `score`。","2026-06-12T16:52:45Z"
"594","P1","#1075","XPU getTorchDevice 未绑定 local_rank 设备索引","rtp_llm/models_py/bindings/core/ExecOps.cc","410","让 getTorchDevice 返回 torch::Device(torch::kXPU, g_device_id)，CUDA/ROCm 也携带当前 runtime device index；调用处避免依赖线程 current device。","2026-06-12T16:52:45Z"
"595","P1","#1075","XPU warmup 显存峰值始终为 0","rtp_llm/models_py/bindings/core/ExecOps.cc","385","在 XPU trace_memory 下接入 allocator peak stats 或显式记录 warmup 前后峰值；不能支持时关闭 XPU warmup 结果并保守增加 runtime reserve。","2026-06-12T16:52:45Z"
"596","P1","#1075","XPU 可用显存按 allocator reserved 估算会忽略外部占用","rtp_llm/models_py/bindings/core/ExecOps.cc","393","优先使用 torch.xpu.mem_get_info/Level Zero 等 driver 真实 free memory；若只能拿 allocator stats，应按更保守的 reserve 或在 XPU 下要求显式 kv_cache_mem_mb。","2026-06-12T16:52:45Z"
"597","P1","#1075","XPU Python attention 仍导入 CUDA FlashInfer 实现","arch_config/arch_select.bzl","18","为 DeviceType.Xpu 增加独立 attention 注册分支，避免导入 CUDA/FlashInfer；或在 XPU wheel 中保留可用依赖并补齐实现。","2026-06-12T16:52:45Z"
"598","P1","#1075","XPU KV cache layout 与当前 attention consumer 不一致","rtp_llm/models_py/bindings/OpDefs.h","86","统一 XPU MHA KV cache layout：要么恢复 HND 给现有 consumer，要么提供 XPU 专属 attention/write op 并只在 XPU 注册该布局。补充 layout 单测覆盖 get_layer_cache 到 attention consumer。","2026-06-12T16:52:45Z"
"599","P2","#1075","XPU 编译包装器重复读取 params 文件","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","167","把 params 读取、过滤和检测参数收集合并成一次遍历，例如让 _process_params_files 同时返回 all_args_for_detection，避免大规模 Bazel 编译时的重复 I/O。","2026-06-12T16:52:45Z"
"600","P2","#1075","XPU 权重更新落到默认流，可能影响在线推理延迟","rtp_llm/model_loader/weight_manager.py","115","XPU 若支持 stream，保持与 CUDA 相同的独立 update stream 并在发布前同步；否则将该串行默认流行为显式隔离到低频更新路径，避免权重更新阻塞前向默认流。","2026-06-12T16:52:45Z"
"601","P2","#1075","XPU multiMergeCopy 在热路径强制同步","rtp_llm/models_py/bindings/core/CudaOps.cc","174","去掉无条件 queue.wait，依赖同一 XPU stream 顺序；仅在后续 CPU 访问目标 buffer 时显式同步或记录 event。","2026-06-12T16:52:45Z"
"602","P2","#1075","XPU 采样 fallback 逐行执行 vocab 级算子","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","373","将 penalty/top_k/top_p 合并为批量 XPU kernel 或向量化实现，并复用 workspace，避免 per-row zeros/topk/sort。","2026-06-12T16:52:45Z"
"603","P2","#1075","XPU norm fallback 丢失融合并产生多份临时张量","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","16","接入 oneDNN/IPEX 或自定义 XPU fused norm/activation kernel；至少使用 out/in-place 形式并复用中间 buffer。","2026-06-12T16:52:45Z"
"604","P2","#1075","XPU fusedCopy 退化为多次 SYCL memcpy 提交","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","36","为 XPU 实现真正 batched copy kernel，或把小 D2D copy 合并到连续 staging buffer 后一次提交。","2026-06-12T16:52:45Z"
"605","P2","#1075","XPU 采样缺少可选逐 batch 参数校验","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","300","在 XPU sampleGreedy 入口统一校验所有逐 batch tensor 的 defined、is_cpu、dtype、numel>=batch_size，并校验 generator.size()==batch_size。","2026-06-12T16:52:45Z"
"606","P2","#1075","XPU beam search 入口缺少形状边界检查","rtp_llm/models_py/bindings/core/CudaBeamSearchOp.cc","161","补齐 rank/dtype/device/shape 检查，显式校验 beam_width_out>0、beam_width_out<=beam_width_in*vocab_size、sequence_lengths<max_seq_len。","2026-06-12T16:52:45Z"
"607","P2","#1075","XPU FP8 v2 绑定的 masked_m 类型不兼容","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","276","把 XPU 签名改成 `std::optional<at::Tensor>`；不支持 per-expert mask 时基于 tensor 内容显式 TORCH_CHECK。","2026-06-12T16:52:45Z"
"608","P2","#1075","XPU 不支持能力缺少配置期 gating","rtp_llm/config/server_config_setup.py","551","在配置装配阶段增加 XPU capability 校验，发现 unsupported feature 直接报清晰错误；或自动降级到已实现路径并记录日志。","2026-06-12T16:52:45Z"
"609","P1","#1075","decode 每层都会重拷贝完整活动 KV cache","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","664","避免在每个 decode layer/token 前重打包全部历史 K/V；优先让 XPU KV 布局或 vllm-xpu kernel 直接支持物理 block_table，或将 K/V 分离成 role-contiguous 缓存后直接传原始 block ids。","2026-06-13T13:48:51Z"
"610","P1","#1075","XPU decode 未按层选择 hybrid KV group","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","587","在进入 decode 读写前按 `kv_cache_layer_to_group[layer_idx]` 选择当前 group 的 2D block table；若暂不支持 group>1，应在 `support()` 中 fail-fast。","2026-06-13T13:48:51Z"
"611","P1","#1075","XPU attention 用物理 block id 访问 kernel-block KV 视图","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","535","XPU attention 读写 KV 时改用 `kv_cache_kernel_block_id_*`，并按 `kv_cache_layer_to_group[layer_idx]` 选择对应 group；sdpa fallback 同步修改。","2026-06-13T13:48:51Z"
"612","P1","#1075","XPU fp8 v2 绑定的 masked_m 类型与现有 API 不兼容","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","276","将 masked_m 改为 `std::optional<torch::Tensor>`；若 XPU 暂不支持 per-expert mask，应对 Tensor 分支显式 TORCH_CHECK，保持 pybind 签名兼容。","2026-06-13T13:48:51Z"
"613","P1","#1075","XPU greedy 在混合 beam 批次会丢失 1->1 子批输出","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","553","XPU 分支返回一个已定义且填 true 的 success tensor，或调整调用侧无论 success 是否定义都同步 1->1 子批的 token_ids_out。","2026-06-13T13:48:51Z"
"614","P1","#1075","XPU base 包仍导入 CUDA 实现","rtp_llm/models_py/modules/base/xpu/__init__.py","1","新增 DeviceType.Xpu 分支，导入 xpu.activation、xpu.norm、xpu.moe_gating，并从 xpu.not_implemented_ops 导出未实现算子。","2026-06-13T13:48:51Z"
"615","P1","#1075","XPU attention 用物理 block 表索引 kernel cache","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","402","XPU attention 改用 kv_cache_kernel_block_id_host/device，并按 layer_idx 复用 select_block_map_for_layer 的 group 选择；仅 cache_store 使用物理 kv_cache_block_id。","2026-06-13T13:48:51Z"
"616","P1","#1075","XPU cache store 把设备指针包装成 CUDA tensor","rtp_llm/models_py/bindings/core/ExecOps.cc","558","copyBlock 使用 getTorchDevice()/编译宏选择 torch::kXPU，或在 XPU cache store 中避免 gpu_mem=true 进入该 CPU staging 分支。","2026-06-13T13:48:51Z"
"617","P1","#1075","XPU speculative 未在配置阶段禁用","rtp_llm/config/server_config_setup.py","563","在配置阶段检测 torch.xpu/is_xpu 且 speculative type 非 NONE 时直接报错，或补齐 XPU chainSpeculativeSampling 与 SpeculativeSampler 的 XPU host 回拷。","2026-06-13T13:48:51Z"
"618","P2","#1075","SDPA fallback 在 batch 循环内反复触发同步","rtp_llm/models_py/modules/base/xpu/vllm_xpu_ops.py","184","FA2 不可用时使用 cu_seqlens_host/CPU list 计算切片边界，或在调用侧按 _FA2_AVAILABLE 分支，避免先把 cu_seqlens 搬到 XPU 后再逐项 .item()。","2026-06-13T13:48:51Z"
"619","P2","#1075","XPU QK RMSNorm 路径存在额外拷贝和临时分配","rtp_llm/models_py/modules/base/xpu/norm.py","117","优先补一个真正的 fused qk RMSNorm，或让 rms_norm 支持 strided/in-place 输出，避免每层两次输入重排、两次输出分配和两次 copy_。","2026-06-13T13:48:51Z"
"620","P2","#1075","decode 元数据缓存 key 不完整","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","637","缓存 key 加入完整内容版本/校验和，或限定为单次 forward/layer-step 生命周期并显式清理。","2026-06-13T13:48:51Z"
"621","P2","#1075","RMSNorm fallback 忽略 output 参数","rtp_llm/models_py/modules/base/xpu/norm.py","42","fallback 中也遵守 BaseNorm 的 output 语义：计算 result 后在 `output` 非空时 `output.copy_(result)` 并返回 output。","2026-06-13T13:48:51Z"
"622","P2","#1075","XPU 编译包装器重复读取 params 文件","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","167","合并 params 读取、过滤和检测参数收集，例如让 _process_params_files 同时返回 all_args_for_detection，并在内容未变化时复用原 @params。","2026-06-13T13:48:51Z"
"623","P2","#1075","libze_loader 探测路径与报错建议不一致","3rdparty/gpus/xpu_configure.bzl","313","把 `oneapi_root + ""/lib/libze_loader.so""` 加入探测列表，或修正错误信息，确保用户按提示配置后不会仍然失败。","2026-06-13T13:48:51Z"
"624","P2","#1075","XPU multiMergeCopy 强制同步会打断流水线","rtp_llm/models_py/bindings/core/CudaOps.cc","174","去掉 helper 内的 queue.wait()，依赖同一 XPU stream 的顺序语义；如确需同步，放到调用方明确控制，或实现 batched/fused XPU copy kernel。","2026-06-13T13:48:51Z"
"625","P2","#1075","XPU sampling 在 decode 热路径有逐 batch 全词表临时分配","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","373","优先批量化 top_k/top_p 与 penalty 处理，复用 workspace；至少把 freq_count/top_p sort 的 fallback 限制在确实启用对应参数时并补充性能基准。","2026-06-13T13:48:51Z"
"626","P2","#1075","带 per-request generator 时会重复 multinomial 采样","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","516","先判断是否存在 generator；无 generator 时走一次 batched multinomial，有 generator 时只对需要的行采样，避免全 batch 预采样和重复 launch。","2026-06-13T13:48:51Z"
"627","P2","#1075","XPU silu_and_mul 缺少输入维度校验","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","105","增加 `TORCH_CHECK(input.size(-1) % 2 == 0)`，并校验 output 最后一维等于 input 一半，错误信息说明 gate/up 布局要求。","2026-06-13T13:48:51Z"
"628","P2","#1075","XPU 权重更新落到默认流，可能放大在线延迟抖动","rtp_llm/model_loader/weight_manager.py","115","若 XPU backend 支持 stream，保留独立 update stream；否则把默认流串行行为显式限制在低频/暂停更新路径，避免与前向默认流竞争。","2026-06-13T13:48:51Z"
"629","P2","#1075","[符号已在KVCacheMemoryConnector.cc定义-自动降级] 混合 beam batch 下 XPU greedy 输出未写回","rtp_llm/cpp/models/Sampler.cc","133","将 variable_num_beams 的 token_ids_out.copy_(token_ids_in) 移到 success 分支外；undefined success 只应影响 success.fill_(true)，不应跳过 token 输出写回。","2026-06-13T13:48:51Z"
"630","P2","#1075","XPU warmup 显存峰值恒为 0","rtp_llm/models_py/bindings/core/ExecOps.cc","385","用 XPU allocator peak stats 或 warmup 前后 reserved 差值填充 max_consumed_bytes；无法获取时禁用 warmup peak 语义并显式依赖 kv_cache_mem_mb/default reserve。","2026-06-13T13:48:51Z"
"631","P1","#1075","decode 每层全量搬运 paged KV","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","679","让 XPU FA2 直接消费原始 paged KV blocks，或调整 KV cache 为 K/V 分离连续布局，避免 Python forward 中对整段历史做 index_select 预拷贝。","2026-06-14T13:52:19Z"
"632","P1","#1075","SDPA 回退路径使用了物理 block 表写 kernel 粒度 KV cache","rtp_llm/models_py/modules/factory/attention/xpu_impl/sdpa.py","187","SDPA prefill/decode 与 vllm 路径一致，优先使用 `kv_cache_kernel_block_id_{host,device}`；若只能使用物理 block 表，则显式校验 `kernel_seq_size_per_block == seq_size_per_block` 并报清晰错误。","2026-06-14T13:52:19Z"
"633","P1","#1075","XPU wheel 标记为 cp312 但构建解释器仍是 Python 3.10",".bazelrc","233","将 XPU 的 PYTHON_BIN_PATH/--python_top 改为真实 Python 3.12，或不要硬编码 cp312，按构建解释器动态生成 wheel tag。","2026-06-14T13:52:19Z"
"634","P1","#1075","XPU RoPE 路径缺少 position_ids pybind 暴露","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","176","在 PyAttentionInputs pybind 中补 .def_readwrite(""position_ids"", &PyAttentionInputs::position_ids)，并加 XPU RoPE attention 最小 forward 测试。","2026-06-14T13:52:19Z"
"635","P1","#1075","XPU 基础算子导出仍落到 CUDA 实现","rtp_llm/models_py/modules/base/xpu/activation.py","12","给 modules/base/__init__.py 增加 DeviceType.Xpu 分支，导入 base.xpu 下真实实现和明确的 not_implemented stubs。","2026-06-14T13:52:19Z"
"636","P2","#1075","XPU sampling 每步无条件克隆整张概率表","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","469","仅在需要保留原始概率时 clone，例如 return_original_all_probs 或确实要同时输出原始/过滤后概率；默认采样路径可直接在 probs_t 上过滤，减少每步 batch*vocab 的分配和拷贝。","2026-06-14T13:52:19Z"
"637","P2","#1075","重复惩罚按 batch 行反复分配 vocab 级直方图","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","373","把 repetition/presence/frequency penalty 改成 batch 级向量化实现，或复用预分配 workspace，避免开启 penalty 时每个请求行都做一次 vocab_size 级 zero/scatter 分配。","2026-06-14T13:52:19Z"
"638","P2","#1075","XPU fused copy 退化为多次小 memcpy 提交","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","33","为 XPU 增加真正的 batched/fused copy kernel，或至少合并相邻小块/批量提交，避免 PyWrappedModel 每次 forward flush 多个小 H2D/D2D copy 时产生大量 queue command 开销。","2026-06-14T13:52:19Z"
"639","P2","#1075","XPU mask fallback 未校验形状，可能广播错误 mask","rtp_llm/models_py/bindings/core/CudaOps.cc","225","在 masked_fill_ 前显式校验 mask 与 logits 的 shape/device，避免 PyTorch 广播把单行 mask 应用到全 batch。","2026-06-14T13:52:19Z"
"640","P2","#1075","fuse_silu_and_mul 缺少偶数维检查","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","298","复用 silu_and_mul 的校验，要求 input.size(-1) % 2 == 0，否则 fail fast，避免奇数维时静默丢掉最后一列。","2026-06-14T13:52:19Z"
"641","P2","#1075","XPU 条件编译宏使用 #ifdef 容易误选布局","rtp_llm/models_py/bindings/OpDefs.h","86","改为 #if USING_XPU，与本 shard 其他文件一致，避免未来配置定义 USING_XPU=0 时仍进入 XPU KV cache layout。","2026-06-14T13:52:19Z"
"642","P2","#1075","XPU 工具链全局链接 SYCL 运行时","3rdparty/gpus/crosstool/xpu_cc_toolchain_config.bzl.tpl","88","将 SYCL/Level Zero 链接标志收敛到启用 xpu_sycl_compile 的目标，或通过 XPU runtime deps/linkopts 传播，避免所有 XPU C++ 产物增加链接和加载开销。","2026-06-14T13:52:19Z"
"643","P2","#1075","crosstool wrapper 重复读取 params 文件","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","167","在单次遍历中缓存每个 @params 的内容，同时完成检测和过滤，减少大目标编译/链接时的重复 I/O。","2026-06-14T13:52:19Z"
"644","P2","#1075","XPU 工具链 hardening 特性为空","3rdparty/gpus/crosstool/xpu_cc_toolchain_config.bzl.tpl","114","为 XPU 工具链补齐可用的 hardening flags（如 stack-protector、FORTIFY、RELRO/NOW），或明确禁用原因和跟进计划。","2026-06-14T13:52:19Z"
"645","P2","#1075","QK RMSNorm 热路径重复分配临时张量","rtp_llm/models_py/modules/base/xpu/norm.py","121","确认 rms_norm 是否支持 in-place output；否则按实例预分配 q/k workspace，或补一个真正的 fused QK RMSNorm XPU op。","2026-06-14T13:52:19Z"
"646","P2","#1075","SDPA fallback 存在逐请求同步","rtp_llm/models_py/modules/base/xpu/vllm_xpu_ops.py","183","fallback 保留并使用 CPU/pinned cu_seqlens 元数据，或在进入 fallback 前一次性准备 host lengths，避免 batch 内逐项 .item()。","2026-06-14T13:52:19Z"
"647","P2","#1075","decode 缓存 key 可能碰撞导致复用旧元数据","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","572","缓存 key 加入完整内容 hash/版本号，或把这些缓存限定在单次 forward/step 生命周期内。","2026-06-14T13:52:19Z"
"648","P2","#1075","XPU 权重更新落到默认流，可能放大在线延迟抖动","rtp_llm/model_loader/weight_manager.py","115","若 XPU backend 支持 stream，保留独立 update stream；否则把默认流串行行为显式限制在低频或暂停更新路径，避免与前向默认流竞争。","2026-06-14T13:52:19Z"
"649","P2","#1075","VIT 入口未兼容 uvicorn 0.42 loop API","deps/requirements_lock_xpu.txt","3063","抽公共 uvicorn loop 兼容 helper，让所有 server 入口统一使用 auto_loop_setup/auto_loop_factory fallback。","2026-06-14T13:52:19Z"
"650","P2","#1075","XPU 默认依赖缺少 vllm-xpu-kernels 导致 prefill 静默降级","deps/requirements_xpu.txt","18","将 vllm-xpu-kernels 加入 XPU lockfile，或让 XpuVllmPrefillImpl.support 在 FA2 不可用时显式降级到 XpuSdpaPrefillImpl 并记录可观测告警/配置开关。","2026-06-14T13:52:19Z"
"651","P3","#1075","libze_loader 错误提示路径与实际探测不一致","3rdparty/gpus/xpu_configure.bzl","313","将提示改为 ONEAPI_ROOT/compiler/latest/lib，或实际增加 ONEAPI_ROOT/lib/libze_loader.so 探测。","2026-06-14T13:52:19Z"
"652","P3","#1075","生成的 Starlark/Python 片段未转义路径","3rdparty/gpus/xpu_configure.bzl","390","对 python_bin、site_packages 等路径使用 repr/json.encode 后再写入生成文件，避免路径含引号或反斜杠时配置失败。","2026-06-14T13:52:19Z"
"653","P1","#1075","XPU wheel 的 Python ABI 配置不一致",".bazelrc","233","将 XPU 的 `PYTHON_BIN_PATH` 指向实际 Python 3.12，或改回 cp310 tag，并在 configure 阶段校验版本与 wheel tag。","2026-06-15T06:32:09Z"
"654","P1","#1075","XPU pip 仓库会拖垮非 XPU 构建","deps/pip.bzl","75","将 XPU pip_parse 拆到只在 --config=xpu 加载的入口，或确保非 XPU 构建不会解析 cp312 XPU lockfile。","2026-06-15T06:32:09Z"
"655","P1","#1075","XPU RoPE cache 忽略 Base 线性缩放","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","77","Base 且 scale!=1 时按 LinearScaleRope 生成 inv_freq/scale，并把 scale 纳入 cache key；否则拒绝配置。","2026-06-15T06:32:09Z"
"656","P1","#1075","缺少 FA2 时多请求 decode 无可用回退","rtp_llm/models_py/modules/factory/attention/xpu_impl/sdpa.py","154","为 SDPA decode 实现 batched fallback，或在启动/配置阶段限制无 FA2 的 XPU 只能单请求 decode。","2026-06-15T06:32:09Z"
"657","P1","#1075","XPU 下 base 入口错误导出 CUDA 实现","rtp_llm/models_py/modules/base/xpu/__init__.py","1","在公共 base 入口增加 DeviceType.Xpu 分支，导入 xpu activation/moe_gating/norm/not_implemented_ops，并补 XPU import 单测。","2026-06-15T06:32:09Z"
"658","P2","#1075","XPU 权重热更新退回默认流并做全设备同步","rtp_llm/model_loader/weight_manager.py","115","若 PyTorch XPU 支持 Stream，保留独立 update stream；否则显式限制为暂停更新路径，避免热更新阻塞前向。","2026-06-15T06:32:09Z"
"659","P2","#1075","XPU 采样默认路径无条件复制整张概率表","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","479","无 top_k/top_p 过滤时直接复用 probs_t，跳过 clone、row_sums 和除法。","2026-06-15T06:32:09Z"
"660","P2","#1075","XPU top_k/top_p 按 batch 行逐个触发算子","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","483","按相同 top_k/top_p 分组批量执行，或实现 XPU fused sampling/filter kernel。","2026-06-15T06:32:09Z"
"661","P2","#1075","XPU beam search 每步复制完整历史","rtp_llm/models_py/bindings/core/CudaBeamSearchOp.cc","199","只重排已使用 prefix，或维护 parent/beam_indices 延迟回溯，避免完整 max_seq_len expanded index。","2026-06-15T06:32:09Z"
"662","P2","#1075","XPU strided fused copy 退化为逐行 memcpy","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","53","增加 XPU batched/2D strided copy kernel，或将连续行合并成更少的 memcpy 提交。","2026-06-15T06:32:09Z"
"663","P2","#1075","XPU 采样未显式处理零概率行","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","513","multinomial 前检查 row_sums<=0 的行，返回 success=false 或给出明确错误/降级策略。","2026-06-15T06:32:09Z"
"664","P2","#1075","XPU embedding 对空 mask 过于严格","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","375","按 CUDA 语义区分 absent/empty/undefined，只在 mask defined 且 numel()>0 时 fail-fast。","2026-06-15T06:32:09Z"
"665","P2","#1075","XPU 内存预留环境变量解析失败会静默取消预留","rtp_llm/models_py/bindings/core/ExecOps.cc","411","改用 strtod 校验 endptr；非法值保留默认 0.10 并打印 warning。","2026-06-15T06:32:09Z"
"666","P2","#1075","XPU 编译 wrapper 对 params 文件做重复 I/O","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","167","将 params 读取、语言检测和 flag 过滤合并为一次遍历；过滤无变化时复用原 @params。","2026-06-15T06:32:09Z"
"667","P2","#1075","参数文件读取失败后继续走未过滤原文件","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","137","读取 @params 失败时直接返回非零并打印异常原因。","2026-06-15T06:32:09Z"
"668","P2","#1075","Decode 每层重新打包整段 KV","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","679","让 FA2 直接消费物理 block_table，或调整为 K/V 分离且连续的 paged layout。","2026-06-15T06:32:09Z"
"669","P2","#1075","Prefill 优先取 device block ids 会引入每层 D2H 同步","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","405","Prefill 与 decode 一样优先使用 host mirror；只有 host 缺失时再从 device tensor .cpu()。","2026-06-15T06:32:09Z"
"670","P2","#1075","XPU QK RMSNorm 在热路径有多余临时张量","rtp_llm/models_py/modules/base/xpu/norm.py","121","若 rms_norm 支持 alias/out 则直接写回 view；否则补 fused_qk_rmsnorm XPU kernel 或复用 workspace。","2026-06-15T06:32:09Z"
"671","P2","#1075","SDPA fallback 对 device cu_seqlens 逐 batch .item()","rtp_llm/models_py/modules/base/xpu/vllm_xpu_ops.py","184","进入 fallback 前保留 CPU cu_seqlens，或一次性 to('cpu') 后循环切片。","2026-06-15T06:32:09Z"
"672","P2","#1075","paged decode 未显式拒绝多 token query","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","531","在 `_paged_decode` 开头检查 qkv.shape[0] == num_requests；或实现真正 varlen query decode。","2026-06-15T06:32:09Z"
"673","P2","#1075","RoPE 异常回退忽略 interleaved 风格","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","137","fallback 增加 interleaved 分支，或复用按 is_neox 分支的通用 rotary fallback。","2026-06-15T06:32:09Z"
"674","P2","#1075","XPU decode position_ids 跨步缓存指纹可能碰撞","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","572","将缓存限制在单次 forward 对象内，或把完整 sequence_lengths 内容/version 纳入 key。","2026-06-15T06:32:09Z"
"675","P3","#1075","生成的 Starlark 字符串未转义路径","3rdparty/gpus/xpu_configure.bzl","390","写入生成文件前对 python_bin、site_packages 等路径使用 repr/json 编码。","2026-06-15T06:32:09Z"
"676","P1","#1096","XPU decode 元数据缓存键不包含完整内容，可能复用过期 block/长度","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","559","缓存键至少包含 seq_lens 和 block table 的完整内容指纹，或按 forward/decode step 清空这些 class-level cache，避免跨 step 复用旧 position_ids/seqused_k/flat_bids。","2026-06-13T14:34:20Z"
"677","P1","#1096","XPU paged attention 用错物理 block id 会写读错 KV cache","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","535","paged attention 的读写和 block_table 改用 kv_cache_kernel_block_id_host/device，并按 layer_idx 选择正确 group；kv_cache_block_id_host 仅传给 write_cache_store。","2026-06-13T14:34:20Z"
"678","P1","#1096","decode 跨步缓存 key 不含内容指纹，可能复用过期 block/长度元数据","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","637","这些缓存 key 加入完整内容指纹（如 sum+last 或版本号），或将缓存生命周期限制在单次 forward/layer 批内并在 decode step 边界清理。","2026-06-13T14:34:20Z"
"679","P1","#1096","XPU attention 混用物理 block table 访问 kernel 粒度 KV cache","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","535","attention 读写统一使用 kv_cache_kernel_block_id_*，并在每层通过 kv_cache_layer_to_group 选择对应 group；物理 kv_cache_block_id_* 只传给 cache_store。补充 kernel_blocks_per_kv_block>1 与 hybrid group 的 XPU layout 测试。","2026-06-13T14:34:20Z"
"680","P1","#1096","XPU prefill KV 写索引缓存可能碰撞复用","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","214","key 使用完整 block table 内容哈希/版本号，或将索引缓存限定在单次 forward 生命周期；同时补充两个不同 block table 同 sum 的回归测试。","2026-06-13T14:34:20Z"
"681","P2","#1096","decode 热路径每层拷贝完整 KV 历史","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","647","让 FA2 直接消费 paged cache/block_table，或把 XPU KV cache 调整为 K/V 分平面连续布局；至少补长上下文 decode benchmark 量化这次额外 O(seq_len) 拷贝。","2026-06-13T14:34:20Z"
"682","P2","#1096","QK RMSNorm 热路径每次分配临时张量","rtp_llm/models_py/modules/base/xpu/norm.py","117","如果 XPU rms_norm 支持 out 与 input alias，直接写回 q_slice/k_slice；否则在模块内复用 scratch，或补一个 fused qk rmsnorm op，避免每层每步两次分配。","2026-06-13T14:34:20Z"
"683","P2","#1096","FA2 缺失时 varlen fallback 有逐样本同步","rtp_llm/models_py/modules/base/xpu/vllm_xpu_ops.py","183","fallback 路径应优先使用 host mirror 的 cu_seqlens，或一次性搬到 CPU 后循环；同时在 support() 中区分 FA2/SDPA，避免生产误走带 .item() 的慢路径。","2026-06-13T14:34:20Z"
"684","P2","#1096","XPU 链接参数全局启用，放大所有链接动作开销","3rdparty/gpus/crosstool/xpu_cc_toolchain_config.bzl.tpl","88","将 -fsycl/-lze_loader 改为仅 SYCL 目标 opt-in，或由实际 XPU runtime deps/linkopts 承担，避免所有链接动作无条件付费。","2026-06-13T14:34:20Z"
"685","P2","#1096","torch_xpu 仓库配置会 symlink 整个 site-packages","3rdparty/gpus/torch_xpu_configure.bzl","78","只 symlink BUILD.pytorch 需要的 torch、torch.libs 等目录，减少配置期 I/O 和外部仓库失效面。","2026-06-13T14:34:20Z"
"686","P2","#1096","crosstool wrapper 对 params 文件重复读取","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","167","合并检测和过滤流程，单次读取 params 文件时同时生成 detection args 与过滤后的临时文件。","2026-06-13T14:34:20Z"
